1, 15:23:52
1, 15:23:53
1, 15:23:54
1, 15:23:54
0, 15:23:55
0, 15:23:56
0, 15:23:57
0, 15:23:58
0, 15:23:59
0, 15:24:00
0, 15:24:01
0, 15:24:01
0, 15:24:02
0, 15:24:03
0, 15:24:04
0, 15:24:05
0, 15:24:06
0, 15:24:07
0, 15:24:07
0, 15:24:08
0, 15:24:09
0, 15:24:10
0, 15:24:11
0, 15:24:12
0, 15:24:13
0, 15:24:13
0, 15:24:14
0, 15:24:15
0, 15:24:16
0, 15:24:17
0, 15:24:18
0, 15:24:19
0, 15:24:19
0, 15:24:20
0, 15:24:21
0, 15:24:22
0, 15:24:23
0, 15:24:24
0, 15:24:25
0, 15:24:25
0, 15:24:26
0, 15:24:27
0, 15:24:28
0, 15:24:29
0, 15:24:30
0, 15:24:31
1, 15:24:32
1, 15:24:32
1, 15:24:33
1, 15:24:34
1, 15:24:35
1, 15:24:36
1, 15:24:37
1, 15:24:38
1, 15:24:38
0, 15:24:39
0, 15:24:40
0, 15:24:41
1, 15:24:42
1, 15:24:43
1, 15:24:44
1, 15:24:44
1, 15:24:45
1, 15:24:46
1, 15:24:47
1, 15:24:48
1, 15:24:49
1, 15:24:50
1, 15:24:50
1, 15:24:51
1, 15:24:52
1, 15:24:53
1, 15:24:54
1, 15:24:55
1, 15:24:56
1, 15:24:56
1, 15:24:57
1, 15:24:58
1, 15:24:59
0, 15:25:00
0, 15:25:01
0, 15:25:02
1, 15:25:03
1, 15:25:03
1, 15:25:04
1, 15:25:05
1, 15:25:06
1, 15:25:07
1, 15:25:08
1, 15:25:09
1, 15:25:09
2, 15:25:10
2, 15:25:11
2, 15:25:12
2, 15:25:13
2, 15:25:14
2, 15:25:15
3, 15:25:15
3, 15:25:16
3, 15:25:17
3, 15:25:18
3, 15:25:19
3, 15:25:20
4, 15:25:21
4, 15:25:21
4, 15:25:22
5, 15:25:23
5, 15:25:24
5, 15:25:25
6, 15:25:26
6, 15:25:27
6, 15:25:27
6, 15:25:28
6, 15:25:29
6, 15:25:30
6, 15:25:31
6, 15:25:32
6, 15:25:33
6, 15:25:34
6, 15:25:34
6, 15:25:35
5, 15:25:36
5, 15:25:37
5, 15:25:38
5, 15:25:39
5, 15:25:40
5, 15:25:40
5, 15:25:41
5, 15:25:42
5, 15:25:43
5, 15:25:44
5, 15:25:45
5, 15:25:46
4, 15:25:46
4, 15:25:47
4, 15:25:48
4, 15:25:49
4, 15:25:50
4, 15:25:51
4, 15:25:52
4, 15:25:52
4, 15:25:53
4, 15:25:54
4, 15:25:55
4, 15:25:56
4, 15:25:57
4, 15:25:58
4, 15:25:58
4, 15:25:59
4, 15:26:00
4, 15:26:01
4, 15:26:02
4, 15:26:03
4, 15:26:04
4, 15:26:05
4, 15:26:05
4, 15:26:06
4, 15:26:07
4, 15:26:08
4, 15:26:09
4, 15:26:10
4, 15:26:11
4, 15:26:11
4, 15:26:12
4, 15:26:13
4, 15:26:14
3, 15:26:15
3, 15:26:16
3, 15:26:17
4, 15:26:17
4, 15:26:18
4, 15:26:19
4, 15:26:20
4, 15:26:21
4, 15:26:22
4, 15:26:23
4, 15:26:23
4, 15:26:24
4, 15:26:25
4, 15:26:26
4, 15:26:27
5, 15:26:28
5, 15:26:29
5, 15:26:29
6, 15:26:30
6, 15:26:31
6, 15:26:32
6, 15:26:33
6, 15:26:34
6, 15:26:35
7, 15:26:36
7, 15:26:36
7, 15:26:37
9, 15:26:38
9, 15:26:39
9, 15:26:40
10, 15:26:41
10, 15:26:42
10, 15:26:42
10, 15:26:43
10, 15:26:44
10, 15:26:45
11, 15:26:46
11, 15:26:47
11, 15:26:48
12, 15:26:48
13, 15:26:49
13, 15:26:50
13, 15:26:51
13, 15:26:52
13, 15:26:53
13, 15:26:54
13, 15:26:55
13, 15:26:55
14, 15:26:56
14, 15:26:57
14, 15:26:58
14, 15:26:59
14, 15:27:00
14, 15:27:01
15, 15:27:01
15, 15:27:02
15, 15:27:03
15, 15:27:04
15, 15:27:05
15, 15:27:06
15, 15:27:07
15, 15:27:07
15, 15:27:08
16, 15:27:09
16, 15:27:10
16, 15:27:11
16, 15:27:12
16, 15:27:13
16, 15:27:13
15, 15:27:14
15, 15:27:15
15, 15:27:16
16, 15:27:17
16, 15:27:18
16, 15:27:19
16, 15:27:20
16, 15:27:20
16, 15:27:21
16, 15:27:22
16, 15:27:23
16, 15:27:24
17, 15:27:25
17, 15:27:26
17, 15:27:26
15, 15:27:27
15, 15:27:28
15, 15:27:29
16, 15:27:30
17, 15:27:31
17, 15:27:32
17, 15:27:32
16, 15:27:33
16, 15:27:34
16, 15:27:35
16, 15:27:36
16, 15:27:37
15, 15:27:38
15, 15:27:38
15, 15:27:39
17, 15:27:40
17, 15:27:41
17, 15:27:42
16, 15:27:43
16, 15:27:44
16, 15:27:44
16, 15:27:45
16, 15:27:46
16, 15:27:47
16, 15:27:48
16, 15:27:49
16, 15:27:50
15, 15:27:51
15, 15:27:51
15, 15:27:52
15, 15:27:53
15, 15:27:54
15, 15:27:55
15, 15:27:56
15, 15:27:57
15, 15:27:57
14, 15:27:58
14, 15:27:59
14, 15:28:00
14, 15:28:01
14, 15:28:02
14, 15:28:03
14, 15:28:03
14, 15:28:04
14, 15:28:05
13, 15:28:06
13, 15:28:07
13, 15:28:08
13, 15:28:09
13, 15:28:09
13, 15:28:10
13, 15:28:11
13, 15:28:12
13, 15:28:13
13, 15:28:14
13, 15:28:15
13, 15:28:15
13, 15:28:16
13, 15:28:17
14, 15:28:18
14, 15:28:19
14, 15:28:20
14, 15:28:21
13, 15:28:22
13, 15:28:22
13, 15:28:23
14, 15:28:24
14, 15:28:25
14, 15:28:26
13, 15:28:27
13, 15:28:28
13, 15:28:28
14, 15:28:29
15, 15:28:30
15, 15:28:31
14, 15:28:32
14, 15:28:33
14, 15:28:34
14, 15:28:34
14, 15:28:35
